seed,converged,num_goals,num_agents,agent_types,use_ep,num_iters
0,True,20,2,['B' 'A'],True,136
0,False,20,2,['B' 'A'],True,149
0,False,20,2,['B' 'A'],False,149
0,False,25,2,['B' 'A'],True,149
0,True,25,2,['B' 'A'],True,148
0,True,25,2,['B' 'A'],False,148
0,False,30,2,['B' 'B'],True,149
0,False,30,2,['B' 'B'],True,149
0,False,30,2,['B' 'B'],False,149
0,False,35,2,['B' 'B'],True,149
0,False,35,2,['B' 'B'],True,149
0,False,35,2,['B' 'B'],False,149
0,True,20,3,['A' 'A' 'B'],True,128
0,True,20,3,['A' 'A' 'B'],True,88
0,True,20,3,['A' 'A' 'B'],False,88
0,True,25,3,['A' 'A' 'A'],True,129
0,True,25,3,['A' 'A' 'A'],True,96
0,True,25,3,['A' 'A' 'A'],False,96
0,True,30,3,['B' 'A' 'A'],True,111
0,True,30,3,['B' 'A' 'A'],True,133
0,False,30,3,['B' 'A' 'A'],False,149
0,False,35,3,['A' 'B' 'A'],True,149
0,True,35,3,['A' 'B' 'A'],True,133
0,True,35,3,['A' 'B' 'A'],False,141
0,True,20,4,['A' 'B' 'B' 'A'],True,62
0,True,20,4,['A' 'B' 'B' 'A'],True,68
0,True,20,4,['A' 'B' 'B' 'A'],False,110
0,True,25,4,['B' 'A' 'B' 'A'],True,80
0,True,25,4,['B' 'A' 'B' 'A'],True,99
0,True,25,4,['B' 'A' 'B' 'A'],False,117
0,True,30,4,['A' 'A' 'A' 'A'],True,82
0,True,30,4,['A' 'A' 'A' 'A'],True,80
0,True,30,4,['A' 'A' 'A' 'A'],False,80
0,True,35,4,['B' 'B' 'A' 'B'],True,142
0,True,35,4,['B' 'B' 'A' 'B'],True,124
0,True,35,4,['B' 'B' 'A' 'B'],False,127
0,True,20,5,['B' 'A' 'A' 'B' 'A'],True,62
0,True,20,5,['B' 'A' 'A' 'B' 'A'],True,61
0,True,20,5,['B' 'A' 'A' 'B' 'A'],False,62
0,True,25,5,['B' 'B' 'B' 'B' 'B'],True,53
0,True,25,5,['B' 'B' 'B' 'B' 'B'],True,123
0,False,25,5,['B' 'B' 'B' 'B' 'B'],False,149
0,True,30,5,['B' 'B' 'A' 'A' 'B'],True,80
0,True,30,5,['B' 'B' 'A' 'A' 'B'],True,107
0,True,30,5,['B' 'B' 'A' 'A' 'B'],False,106
0,True,35,5,['A' 'A' 'B' 'A' 'B'],True,142
0,True,35,5,['A' 'A' 'B' 'A' 'B'],True,101
0,True,35,5,['A' 'A' 'B' 'A' 'B'],False,130
1,True,20,2,['A' 'B'],True,82
1,True,20,2,['A' 'B'],True,124
1,True,20,2,['A' 'B'],False,124
1,True,25,2,['B' 'B'],True,105
1,True,25,2,['B' 'B'],True,142
1,True,25,2,['B' 'B'],False,130
1,True,30,2,['A' 'B'],True,118
1,False,30,2,['A' 'B'],True,149
1,False,30,2,['A' 'B'],False,149
1,False,35,2,['A' 'B'],True,149
1,True,35,2,['A' 'B'],True,136
1,True,35,2,['A' 'B'],False,136
1,True,20,3,['B' 'B' 'B'],True,77
1,True,20,3,['B' 'B' 'B'],True,94
1,True,20,3,['B' 'B' 'B'],False,110
1,True,25,3,['B' 'B' 'B'],True,108
1,True,25,3,['B' 'B' 'B'],True,124
1,True,25,3,['B' 'B' 'B'],False,94
1,True,30,3,['A' 'B' 'A'],True,87
1,True,30,3,['A' 'B' 'A'],True,107
