seed,converged,num_goals,num_agents,agent_types,use_ep,greedy,num_iters
0,True,20,2,['B' 'A'],True,True,67
0,True,20,2,['B' 'A'],True,False,68
0,True,20,2,['B' 'A'],False,False,68
0,True,25,2,['A' 'A'],True,True,126
0,True,25,2,['A' 'A'],True,False,109
0,True,25,2,['A' 'A'],False,False,109
0,True,30,2,['B' 'A'],True,True,124
0,True,30,2,['B' 'A'],True,False,122
0,True,30,2,['B' 'A'],False,False,122
0,True,35,2,['B' 'B'],True,True,124
0,True,35,2,['B' 'B'],True,False,124
0,True,35,2,['B' 'B'],False,False,124
0,True,20,3,['A' 'A' 'B'],True,True,94
0,True,20,3,['A' 'A' 'B'],True,False,63
0,True,20,3,['A' 'A' 'B'],False,False,63
0,True,25,3,['B' 'A' 'B'],True,True,124
0,True,25,3,['B' 'A' 'B'],True,False,71
0,True,25,3,['B' 'A' 'B'],False,False,71
0,True,30,3,['B' 'A' 'B'],True,True,120
0,True,30,3,['B' 'A' 'B'],True,False,115
0,True,30,3,['B' 'A' 'B'],False,False,115
0,True,35,3,['B' 'B' 'A'],True,True,122
0,True,35,3,['B' 'B' 'A'],True,False,121
0,True,35,3,['B' 'B' 'A'],False,False,121
0,True,20,4,['A' 'B' 'B' 'A'],True,True,53
0,True,20,4,['A' 'B' 'B' 'A'],True,False,58
0,True,20,4,['A' 'B' 'B' 'A'],False,False,58
0,True,25,4,['B' 'B' 'B' 'B'],True,True,123
0,True,25,4,['B' 'B' 'B' 'B'],True,False,123
0,True,25,4,['B' 'B' 'B' 'B'],False,False,123
0,True,30,4,['B' 'B' 'A' 'A'],True,True,121
0,True,30,4,['B' 'B' 'A' 'A'],True,False,81
0,True,30,4,['B' 'B' 'A' 'A'],False,False,81
0,True,35,4,['A' 'A' 'B' 'A'],True,True,122
0,True,35,4,['A' 'A' 'B' 'A'],True,False,116
0,True,35,4,['A' 'A' 'B' 'A'],False,False,116
0,True,20,5,['B' 'A' 'A' 'B' 'A'],True,True,47
0,True,20,5,['B' 'A' 'A' 'B' 'A'],True,False,47
0,True,20,5,['B' 'A' 'A' 'B' 'A'],False,False,47
0,True,25,5,['B' 'B' 'A' 'B' 'B'],True,True,122
0,True,25,5,['B' 'B' 'A' 'B' 'B'],True,False,103
0,True,25,5,['B' 'B' 'A' 'B' 'B'],False,False,103
0,True,30,5,['B' 'B' 'A' 'B' 'A'],True,True,120
0,True,30,5,['B' 'B' 'A' 'B' 'A'],True,False,74
0,True,30,5,['B' 'B' 'A' 'B' 'A'],False,False,74
0,True,35,5,['B' 'B' 'A' 'A' 'B'],True,True,121
0,True,35,5,['B' 'B' 'A' 'A' 'B'],True,False,87
0,True,35,5,['B' 'B' 'A' 'A' 'B'],False,False,87
0,True,20,6,['A' 'A' 'A' 'B' 'B' 'A'],True,True,52
0,True,20,6,['A' 'A' 'A' 'B' 'B' 'A'],True,False,45
0,True,20,6,['A' 'A' 'A' 'B' 'B' 'A'],False,False,45
0,True,25,6,['B' 'A' 'A' 'B' 'A' 'A'],True,True,121
0,True,25,6,['B' 'A' 'A' 'B' 'A' 'A'],True,False,101
0,True,25,6,['B' 'A' 'A' 'B' 'A' 'A'],False,False,101
0,True,30,6,['A' 'A' 'B' 'A' 'B' 'B'],True,True,117
0,True,30,6,['A' 'A' 'B' 'A' 'B' 'B'],True,False,91
0,True,30,6,['A' 'A' 'B' 'A' 'B' 'B'],False,False,91
0,True,35,6,['B' 'A' 'B' 'A' 'B' 'A'],True,True,84
0,True,35,6,['B' 'A' 'B' 'A' 'B' 'A'],True,False,87
0,True,35,6,['B' 'A' 'B' 'A' 'B' 'A'],False,False,87
0,True,20,7,['A' 'A' 'A' 'A' 'B' 'A' 'B'],True,True,56
0,True,20,7,['A' 'A' 'A' 'A' 'B' 'A' 'B'],True,False,50
0,True,20,7,['A' 'A' 'A' 'A' 'B' 'A' 'B'],False,False,50
0,True,25,7,['B' 'A' 'B' 'B' 'B' 'B' 'A'],True,True,125
0,True,25,7,['B' 'A' 'B' 'B' 'B' 'B' 'A'],True,False,109
