seed,converged,num_goals,num_agents,agent_types,use_ep,greedy,num_iters
0,True,20,2,['B' 'A'],True,True,67
0,True,20,2,['B' 'A'],True,False,63
0,True,20,2,['B' 'A'],False,False,62
0,True,25,2,['A' 'A'],True,True,126
0,True,25,2,['A' 'A'],True,False,81
0,True,25,2,['A' 'A'],False,False,81
0,True,30,2,['B' 'A'],True,True,124
0,True,30,2,['B' 'A'],True,False,94
0,True,30,2,['B' 'A'],False,False,88
0,True,35,2,['B' 'B'],True,True,124
0,True,35,2,['B' 'B'],True,False,109
0,True,35,2,['B' 'B'],False,False,84
0,True,40,2,['B' 'A'],True,True,133
0,True,40,2,['B' 'A'],True,False,97
0,True,40,2,['B' 'A'],False,False,90
0,True,20,3,['A' 'A' 'B'],True,True,94
0,True,20,3,['A' 'A' 'B'],True,False,75
0,True,20,3,['A' 'A' 'B'],False,False,61
0,True,25,3,['B' 'A' 'B'],True,True,124
0,True,25,3,['B' 'A' 'B'],True,False,71
0,True,25,3,['B' 'A' 'B'],False,False,83
0,True,30,3,['B' 'A' 'B'],True,True,120
0,True,30,3,['B' 'A' 'B'],True,False,115
0,True,30,3,['B' 'A' 'B'],False,False,76
0,True,35,3,['B' 'B' 'A'],True,True,122
0,True,35,3,['B' 'B' 'A'],True,False,82
0,True,35,3,['B' 'B' 'A'],False,False,64
0,True,40,3,['B' 'A' 'B'],True,True,128
0,True,40,3,['B' 'A' 'B'],True,False,81
0,True,40,3,['B' 'A' 'B'],False,False,126
0,True,20,4,['A' 'B' 'B' 'A'],True,True,53
0,True,20,4,['A' 'B' 'B' 'A'],True,False,58
0,True,20,4,['A' 'B' 'B' 'A'],False,False,59
0,True,25,4,['B' 'B' 'B' 'B'],True,True,123
0,True,25,4,['B' 'B' 'B' 'B'],True,False,122
0,True,25,4,['B' 'B' 'B' 'B'],False,False,105
0,True,30,4,['B' 'B' 'A' 'A'],True,True,121
0,True,30,4,['B' 'B' 'A' 'A'],True,False,81
0,True,30,4,['B' 'B' 'A' 'A'],False,False,88
0,True,35,4,['A' 'A' 'B' 'A'],True,True,122
0,True,35,4,['A' 'A' 'B' 'A'],True,False,116
0,True,35,4,['A' 'A' 'B' 'A'],False,False,122
0,True,40,4,['B' 'A' 'A' 'A'],True,True,127
0,True,40,4,['B' 'A' 'A' 'A'],True,False,125
0,True,40,4,['B' 'A' 'A' 'A'],False,False,125
0,True,20,5,['B' 'A' 'A' 'B' 'A'],True,True,47
0,True,20,5,['B' 'A' 'A' 'B' 'A'],True,False,54
0,True,20,5,['B' 'A' 'A' 'B' 'A'],False,False,51
0,True,25,5,['B' 'B' 'A' 'B' 'B'],True,True,122
0,True,25,5,['B' 'B' 'A' 'B' 'B'],True,False,69
0,True,25,5,['B' 'B' 'A' 'B' 'B'],False,False,71
0,True,30,5,['B' 'B' 'A' 'B' 'A'],True,True,120
0,True,30,5,['B' 'B' 'A' 'B' 'A'],True,False,51
0,True,30,5,['B' 'B' 'A' 'B' 'A'],False,False,66
0,True,35,5,['B' 'B' 'A' 'A' 'B'],True,True,121
0,True,35,5,['B' 'B' 'A' 'A' 'B'],True,False,60
0,True,35,5,['B' 'B' 'A' 'A' 'B'],False,False,87
0,True,40,5,['B' 'A' 'B' 'A' 'B'],True,True,106
0,True,40,5,['B' 'A' 'B' 'A' 'B'],True,False,79
0,True,40,5,['B' 'A' 'B' 'A' 'B'],False,False,52
0,True,20,6,['A' 'A' 'A' 'B' 'B' 'A'],True,True,52
0,True,20,6,['A' 'A' 'A' 'B' 'B' 'A'],True,False,52
0,True,20,6,['A' 'A' 'A' 'B' 'B' 'A'],False,False,52
0,True,25,6,['B' 'A' 'A' 'B' 'A' 'A'],True,True,121
0,True,25,6,['B' 'A' 'A' 'B' 'A' 'A'],True,False,64
0,True,25,6,['B' 'A' 'A' 'B' 'A' 'A'],False,False,59
0,True,30,6,['A' 'A' 'B' 'A' 'B' 'B'],True,True,117
0,True,30,6,['A' 'A' 'B' 'A' 'B' 'B'],True,False,56
0,True,30,6,['A' 'A' 'B' 'A' 'B' 'B'],False,False,62
0,True,35,6,['B' 'A' 'B' 'A' 'B' 'A'],True,True,84
0,True,35,6,['B' 'A' 'B' 'A' 'B' 'A'],True,False,86
0,True,35,6,['B' 'A' 'B' 'A' 'B' 'A'],False,False,90
0,True,40,6,['B' 'A' 'A' 'A' 'A' 'A'],True,True,84
0,True,40,6,['B' 'A' 'A' 'A' 'A' 'A'],True,False,65
0,True,40,6,['B' 'A' 'A' 'A' 'A' 'A'],False,False,66
0,True,20,7,['A' 'A' 'A' 'A' 'B' 'A' 'B'],True,True,56
0,True,20,7,['A' 'A' 'A' 'A' 'B' 'A' 'B'],True,False,50
0,True,20,7,['A' 'A' 'A' 'A' 'B' 'A' 'B'],False,False,50
0,True,25,7,['B' 'A' 'B' 'B' 'B' 'B' 'A'],True,True,125
0,True,25,7,['B' 'A' 'B' 'B' 'B' 'B' 'A'],True,False,110
0,True,25,7,['B' 'A' 'B' 'B' 'B' 'B' 'A'],False,False,107
0,True,30,7,['B' 'B' 'A' 'A' 'B' 'A' 'B'],True,True,70
0,True,30,7,['B' 'B' 'A' 'A' 'B' 'A' 'B'],True,False,118
0,True,30,7,['B' 'B' 'A' 'A' 'B' 'A' 'B'],False,False,91
0,True,35,7,['B' 'A' 'B' 'A' 'B' 'A' 'A'],True,True,84
0,True,35,7,['B' 'A' 'B' 'A' 'B' 'A' 'A'],True,False,71
0,True,35,7,['B' 'A' 'B' 'A' 'B' 'A' 'A'],False,False,71
0,True,40,7,['A' 'A' 'B' 'A' 'A' 'B' 'A'],True,True,129
0,True,40,7,['A' 'A' 'B' 'A' 'A' 'B' 'A'],True,False,85
0,True,40,7,['A' 'A' 'B' 'A' 'A' 'B' 'A'],False,False,133
0,True,20,8,['B' 'A' 'B' 'A' 'B' 'B' 'B' 'B'],True,True,57
0,True,20,8,['B' 'A' 'B' 'A' 'B' 'B' 'B' 'B'],True,False,55
0,True,20,8,['B' 'A' 'B' 'A' 'B' 'B' 'B' 'B'],False,False,55
0,True,25,8,['B' 'B' 'A' 'A' 'A' 'B' 'A' 'B'],True,True,61
0,True,25,8,['B' 'B' 'A' 'A' 'A' 'B' 'A' 'B'],True,False,61
0,True,25,8,['B' 'B' 'A' 'A' 'A' 'B' 'A' 'B'],False,False,61
0,True,30,8,['B' 'A' 'B' 'A' 'B' 'A' 'B' 'A'],True,True,65
0,True,30,8,['B' 'A' 'B' 'A' 'B' 'A' 'B' 'A'],True,False,80
0,True,30,8,['B' 'A' 'B' 'A' 'B' 'A' 'B' 'A'],False,False,80
0,True,35,8,['B' 'A' 'A' 'A' 'B' 'A' 'B' 'A'],True,True,119
0,True,35,8,['B' 'A' 'A' 'A' 'B' 'A' 'B' 'A'],True,False,84
0,True,35,8,['B' 'A' 'A' 'A' 'B' 'A' 'B' 'A'],False,False,84
0,True,40,8,['A' 'B' 'A' 'A' 'A' 'B' 'A' 'A'],True,True,91
0,True,40,8,['A' 'B' 'A' 'A' 'A' 'B' 'A' 'A'],True,False,132
0,True,40,8,['A' 'B' 'A' 'A' 'A' 'B' 'A' 'A'],False,False,132
0,True,20,9,['B' 'B' 'B' 'B' 'B' 'A' 'B' 'B' 'B'],True,True,56
0,True,20,9,['B' 'B' 'B' 'B' 'B' 'A' 'B' 'B' 'B'],True,False,51
0,True,20,9,['B' 'B' 'B' 'B' 'B' 'A' 'B' 'B' 'B'],False,False,54
0,True,25,9,['B' 'B' 'A' 'B' 'A' 'A' 'B' 'A' 'B'],True,True,60
0,True,25,9,['B' 'B' 'A' 'B' 'A' 'A' 'B' 'A' 'B'],True,False,60
0,True,25,9,['B' 'B' 'A' 'B' 'A' 'A' 'B' 'A' 'B'],False,False,60
0,True,30,9,['B' 'A' 'B' 'A' 'B' 'A' 'A' 'A' 'B'],True,True,61
0,True,30,9,['B' 'A' 'B' 'A' 'B' 'A' 'A' 'A' 'B'],True,False,40
0,True,30,9,['B' 'A' 'B' 'A' 'B' 'A' 'A' 'A' 'B'],False,False,40
0,True,35,9,['B' 'A' 'B' 'A' 'B' 'A' 'A' 'A' 'A'],True,True,63
0,True,35,9,['B' 'A' 'B' 'A' 'B' 'A' 'A' 'A' 'A'],True,False,78
0,True,35,9,['B' 'A' 'B' 'A' 'B' 'A' 'A' 'A' 'A'],False,False,78
0,True,40,9,['A' 'B' 'A' 'A' 'B' 'A' 'B' 'A' 'A'],True,True,73
0,True,40,9,['A' 'B' 'A' 'A' 'B' 'A' 'B' 'A' 'A'],True,False,81
0,True,40,9,['A' 'B' 'A' 'A' 'B' 'A' 'B' 'A' 'A'],False,False,81
0,True,20,10,['B' 'B' 'A' 'B' 'B' 'A' 'A' 'B' 'A' 'A'],True,True,43
0,True,20,10,['B' 'B' 'A' 'B' 'B' 'A' 'A' 'B' 'A' 'A'],True,False,40
0,True,20,10,['B' 'B' 'A' 'B' 'B' 'A' 'A' 'B' 'A' 'A'],False,False,43
0,True,25,10,['A' 'A' 'B' 'A' 'B' 'B' 'A' 'A' 'B' 'A'],True,True,73
0,True,25,10,['A' 'A' 'B' 'A' 'B' 'B' 'A' 'A' 'B' 'A'],True,False,60
0,True,25,10,['A' 'A' 'B' 'A' 'B' 'B' 'A' 'A' 'B' 'A'],False,False,121
0,True,30,10,['B' 'A' 'A' 'A' 'B' 'A' 'B' 'A' 'B' 'A'],True,True,38
0,True,30,10,['B' 'A' 'A' 'A' 'B' 'A' 'B' 'A' 'B' 'A'],True,False,40
0,True,30,10,['B' 'A' 'A' 'A' 'B' 'A' 'B' 'A' 'B' 'A'],False,False,38
0,True,35,10,['B' 'A' 'A' 'A' 'A' 'A' 'B' 'A' 'A' 'B'],True,True,61
0,True,35,10,['B' 'A' 'A' 'A' 'A' 'A' 'B' 'A' 'A' 'B'],True,False,61
0,True,35,10,['B' 'A' 'A' 'A' 'A' 'A' 'B' 'A' 'A' 'B'],False,False,61
0,True,40,10,['A' 'B' 'B' 'A' 'A' 'A' 'B' 'B' 'A' 'A'],True,True,72
0,True,40,10,['A' 'B' 'B' 'A' 'A' 'A' 'B' 'B' 'A' 'A'],True,False,58
0,True,40,10,['A' 'B' 'B' 'A' 'A' 'A' 'B' 'B' 'A' 'A'],False,False,72
1,True,20,2,['B' 'B'],True,True,86
1,True,20,2,['B' 'B'],True,False,81
1,True,20,2,['B' 'B'],False,False,63
1,True,25,2,['B' 'B'],True,True,93
1,True,25,2,['B' 'B'],True,False,89
1,True,25,2,['B' 'B'],False,False,68
1,True,30,2,['A' 'B'],True,True,103
1,True,30,2,['A' 'B'],True,False,81
1,True,30,2,['A' 'B'],False,False,77
1,True,35,2,['A' 'B'],True,True,65
1,True,35,2,['A' 'B'],True,False,64
1,True,35,2,['A' 'B'],False,False,65
1,True,40,2,['A' 'A'],True,True,120
1,True,40,2,['A' 'A'],True,False,85
1,True,40,2,['A' 'A'],False,False,83
1,True,20,3,['B' 'B' 'A'],True,True,74
1,True,20,3,['B' 'B' 'A'],True,False,80
1,True,20,3,['B' 'B' 'A'],False,False,56
1,True,25,3,['A' 'A' 'A'],True,True,92
1,True,25,3,['A' 'A' 'A'],True,False,88
1,True,25,3,['A' 'A' 'A'],False,False,88
1,True,30,3,['A' 'B' 'A'],True,True,101
1,True,30,3,['A' 'B' 'A'],True,False,104
1,True,30,3,['A' 'B' 'A'],False,False,49
1,True,35,3,['A' 'A' 'B'],True,True,64
1,True,35,3,['A' 'A' 'B'],True,False,64
