seed,converged,num_goals,num_agents,agent_types,use_ep,greedy,num_iters
0,True,20,2,['B' 'A'],True,True,67
0,True,20,2,['B' 'A'],True,False,73
0,True,20,2,['B' 'A'],False,False,73
0,True,25,2,['A' 'A'],True,True,126
0,True,25,2,['A' 'A'],True,False,103
0,True,25,2,['A' 'A'],False,False,103
0,True,30,2,['B' 'A'],True,True,124
0,True,30,2,['B' 'A'],True,False,100
0,True,30,2,['B' 'A'],False,False,100
0,True,35,2,['B' 'B'],True,True,124
0,True,35,2,['B' 'B'],True,False,116
0,True,35,2,['B' 'B'],False,False,111
0,True,20,3,['A' 'A' 'B'],True,True,82
0,True,20,3,['A' 'A' 'B'],True,False,73
0,True,20,3,['A' 'A' 'B'],False,False,73
0,True,25,3,['B' 'A' 'B'],True,True,126
0,True,25,3,['B' 'A' 'B'],True,False,66
0,True,25,3,['B' 'A' 'B'],False,False,107
0,True,30,3,['B' 'A' 'B'],True,True,69
0,True,30,3,['B' 'A' 'B'],True,False,101
0,True,30,3,['B' 'A' 'B'],False,False,94
0,True,35,3,['B' 'B' 'A'],True,True,124
0,True,35,3,['B' 'B' 'A'],True,False,83
0,True,35,3,['B' 'B' 'A'],False,False,84
0,True,20,4,['A' 'B' 'B' 'A'],True,True,82
0,True,20,4,['A' 'B' 'B' 'A'],True,False,72
0,True,20,4,['A' 'B' 'B' 'A'],False,False,68
0,True,25,4,['B' 'B' 'B' 'B'],True,True,126
0,True,25,4,['B' 'B' 'B' 'B'],True,False,76
0,True,25,4,['B' 'B' 'B' 'B'],False,False,189
0,True,30,4,['B' 'B' 'A' 'A'],True,True,69
0,True,30,4,['B' 'B' 'A' 'A'],True,False,67
0,True,30,4,['B' 'B' 'A' 'A'],False,False,68
0,True,35,4,['A' 'A' 'B' 'A'],True,True,124
0,True,35,4,['A' 'A' 'B' 'A'],True,False,66
0,True,35,4,['A' 'A' 'B' 'A'],False,False,66
0,True,20,5,['B' 'A' 'A' 'B' 'A'],True,True,82
0,True,20,5,['B' 'A' 'A' 'B' 'A'],True,False,58
0,True,20,5,['B' 'A' 'A' 'B' 'A'],False,False,71
0,True,25,5,['B' 'B' 'A' 'B' 'B'],True,True,109
0,True,25,5,['B' 'B' 'A' 'B' 'B'],True,False,56
0,True,25,5,['B' 'B' 'A' 'B' 'B'],False,False,85
0,True,30,5,['B' 'B' 'A' 'B' 'A'],True,True,69
0,True,30,5,['B' 'B' 'A' 'B' 'A'],True,False,77
0,True,30,5,['B' 'B' 'A' 'B' 'A'],False,False,66
0,True,35,5,['B' 'B' 'A' 'A' 'B'],True,True,71
0,True,35,5,['B' 'B' 'A' 'A' 'B'],True,False,68
0,True,35,5,['B' 'B' 'A' 'A' 'B'],False,False,74
1,True,20,2,['B' 'B'],True,True,86
1,True,20,2,['B' 'B'],True,False,82
1,True,20,2,['B' 'B'],False,False,85
1,True,25,2,['B' 'B'],True,True,93
1,True,25,2,['B' 'B'],True,False,100
1,True,25,2,['B' 'B'],False,False,67
1,True,30,2,['A' 'B'],True,True,103
1,True,30,2,['A' 'B'],True,False,77
1,True,30,2,['A' 'B'],False,False,94
1,True,35,2,['A' 'B'],True,True,65
1,True,35,2,['A' 'B'],True,False,78
1,True,35,2,['A' 'B'],False,False,78
1,True,20,3,['B' 'B' 'A'],True,True,86
1,True,20,3,['B' 'B' 'A'],True,False,69
1,True,20,3,['B' 'B' 'A'],False,False,64
1,True,25,3,['A' 'A' 'A'],True,True,93
1,True,25,3,['A' 'A' 'A'],True,False,62
1,True,25,3,['A' 'A' 'A'],False,False,62
1,True,30,3,['A' 'B' 'A'],True,True,103
1,True,30,3,['A' 'B' 'A'],True,False,73
1,True,30,3,['A' 'B' 'A'],False,False,73
1,True,35,3,['A' 'A' 'B'],True,True,115
1,True,35,3,['A' 'A' 'B'],True,False,74
1,True,35,3,['A' 'A' 'B'],False,False,71
1,True,20,4,['B' 'B' 'B' 'A'],True,True,86
1,True,20,4,['B' 'B' 'B' 'A'],True,False,61
1,True,20,4,['B' 'B' 'B' 'A'],False,False,93
1,True,25,4,['A' 'B' 'B' 'B'],True,True,89
1,True,25,4,['A' 'B' 'B' 'B'],True,False,65
1,True,25,4,['A' 'B' 'B' 'B'],False,False,64
1,True,30,4,['A' 'B' 'B' 'B'],True,True,54
1,True,30,4,['A' 'B' 'B' 'B'],True,False,61
1,True,30,4,['A' 'B' 'B' 'B'],False,False,56
1,True,35,4,['B' 'A' 'B' 'B'],True,True,76
1,True,35,4,['B' 'A' 'B' 'B'],True,False,76
1,True,35,4,['B' 'A' 'B' 'B'],False,False,86
1,True,20,5,['B' 'B' 'B' 'B' 'B'],True,True,86
1,True,20,5,['B' 'B' 'B' 'B' 'B'],True,False,79
1,False,20,5,['B' 'B' 'B' 'B' 'B'],False,False,199
1,True,25,5,['B' 'B' 'B' 'A' 'A'],True,True,89
1,True,25,5,['B' 'B' 'B' 'A' 'A'],True,False,54
1,True,25,5,['B' 'B' 'B' 'A' 'A'],False,False,100
1,True,30,5,['B' 'B' 'A' 'B' 'A'],True,True,54
1,True,30,5,['B' 'B' 'A' 'B' 'A'],True,False,55
1,True,30,5,['B' 'B' 'A' 'B' 'A'],False,False,100
1,True,35,5,['B' 'A' 'A' 'A' 'A'],True,True,76
1,True,35,5,['B' 'A' 'A' 'A' 'A'],True,False,56
1,True,35,5,['B' 'A' 'A' 'A' 'A'],False,False,56
2,True,20,2,['A' 'A'],True,True,77
2,True,20,2,['A' 'A'],True,False,83
2,True,20,2,['A' 'A'],False,False,83
2,True,25,2,['B' 'A'],True,True,91
2,True,25,2,['B' 'A'],True,False,82
2,True,25,2,['B' 'A'],False,False,82
2,True,30,2,['A' 'B'],True,True,124
2,True,30,2,['A' 'B'],True,False,108
2,True,30,2,['A' 'B'],False,False,108
2,True,35,2,['B' 'B'],True,True,114
2,True,35,2,['B' 'B'],True,False,103
2,True,35,2,['B' 'B'],False,False,78
2,True,20,3,['A' 'A' 'A'],True,True,77
2,True,20,3,['A' 'A' 'A'],True,False,62
2,True,20,3,['A' 'A' 'A'],False,False,62
2,True,25,3,['B' 'B' 'A'],True,True,91
2,True,25,3,['B' 'B' 'A'],True,False,72
2,True,25,3,['B' 'B' 'A'],False,False,62
2,True,30,3,['B' 'B' 'B'],True,True,124
2,True,30,3,['B' 'B' 'B'],True,False,72
2,True,30,3,['B' 'B' 'B'],False,False,105
2,True,35,3,['A' 'B' 'B'],True,True,63
2,True,35,3,['A' 'B' 'B'],True,False,82
2,True,35,3,['A' 'B' 'B'],False,False,77
2,True,20,4,['A' 'B' 'A' 'A'],True,True,76
2,True,20,4,['A' 'B' 'A' 'A'],True,False,43
2,True,20,4,['A' 'B' 'A' 'A'],False,False,43
2,True,25,4,['A' 'B' 'B' 'A'],True,True,90
